Query File,Target File
"Bela Bartok__Roumanian Folk Dance, Sz. 56 No. 6: Fast Dance",2__2b1445b9ba95e550b2c818669ecc6558
Gatto Panceri__Abita in te,b__b59d3c86fe5b1cfbb03229a5d80b6d14
Gatto Panceri__L'amore va oltre,2__294b02827ad848e9126a44e2c5a3fd61
Gatto Panceri__Un qualunque posto fuori o dentro di te,8__8a5ff27eda59729629b937ffaeb23be8
Gatto Panceri__Io sto bene dove sto,8__882512ce7d539448e01b8035cb695cb0
Gallery__Nice to Be With You,7__7f68249ebb46bc1653e9d94407b416e7
Gallery__I Believe in Music,2__28a6673459aea3d709ca655cfb30409c
Puckett__Young Girl.1,0__018a7f5eca8acaa5baa667c3e9c12988
Puckett__Young Girl,b__bec138c4071e2c51e41b52091c15d077
Swing Out Sister__Am I the Same Girl,7__7cff90742a8a0a46d78585983e5bd0a1
Rocco Granata__Marina,f__fe7d66698f12cf4aba121ebd9452a376
Rocco Granata__Marina.2,5__56899aaa9d13a043cdc854010ffcbd75
Rocco Granata__Marina.1,d__d0f6b28520e30ed3a1f2530feb327fe2
Faithless__Insomnia (D Donatis mix),6__6863701e848759f2ea7c3ec9af6f6dfa
Faithless__God Is A DJ,5__580752bf225bf5e0872bcf5570a4c738
Biagio Antonacci__Non parli mai.1,9__9afff0c1cac9a9076b159ff1f47be532
Biagio Antonacci__Iris,3__36ab76cce497ec4f9e450743475ea3d3
Biagio Antonacci__Prima di tutto,b__b144394b4d1164d2c32b5258cb10bc67
Biagio Antonacci__C'e ancora qualcuno,5__5253c9335914a3c200076656d1efd9e3
Biagio Antonacci__Mi fai stare bene.1,2__2efbdea907b1601f21d63b93e8771b5b
Biagio Antonacci__Almeno non tradirmi tu,6__62c496dbf07d6d254ba4ec5ca29b7c0d
Biagio Antonacci__Non so piu a chi credere,9__9390075007d80e3122f032adad4ff87a
Biagio Antonacci__Non e mai stato subito,1__1792db0908c27d4fffa69da1a1ee3fd7
Biagio Antonacci__Mi fai stare bene,f__fd33268293848a979ce98adeedd0b68b
Biagio Antonacci__Sei,5__5f55daa6d84b9e477b68066f76ad8b52
"Biagio Antonacci__Se io, se lei",5__5e3e8311aa2e9e19a416576ea98fa5c7
Biagio Antonacci__Liberatemi,e__ea7d8e147d9c6c5916aef8c86283f469
Biagio Antonacci__Lasciami andare via,b__b348f9b9d69e6f27ccda1035f5583257
Evans Bill__Clarinet Polka,d__deabdf7af787437dc4e65bf9389f078b
Evans Bill__You Go to My Head,9__907a69efad14577dd5e88e47a4135827
Evans Bill__Danny Boy,b__bf13d21e8cb9fcc97cfce1c2e1ae9c9f
Evans Bill__Young and Foolish,8__84f200d0b3f4260ab6aca67d98648c63
Evans Bill__All the Things You Are,6__659c56aa64fb6342cef87458c6b00a2e
Evans Bill__Israel,7__75f2acc541d4ad15aae5f3fe42e25d3b
Evans Bill__Blue in Green,2__266abebdaeb7fc1a5e3bead123cca24d
Evans Bill__The More I See You,4__404e4883c5fe945cd1f369ed2b10f9aa
Evans Bill__When I Fall in Love,2__2be9f5975bd61bd420524f5faecd5b8f
Grace Jones__Slave to the Rhythm,0__0b8991701bceb92d3db62ed4e4be792b
Backstreet Boys__Get Down.4,1__1e11588010f6bdbbc58182c198ecf0cb
Backstreet Boys__I Need You Tonight,2__25abe4d088dd19bf9637b2da1ce062f4
Backstreet Boys__Get Down,a__a0532a93dd0dcd5d45ef9877cf46837d
Backstreet Boys__Quit Playin' Games,6__6699b9a34e20777bf6545e56eec82d4a
Backstreet Boys__All I Have to Give,4__410f2ac0736f220dc045058c54781cdc
Backstreet Boys__Get Down.6,8__87c8227abd1270aad0a49f9c97c91238
Backstreet Boys__All I Have to Give.3,c__cffe4e9194ddb91fcd571cec257d0596
Backstreet Boys__More Than That.4,5__5b2b5619b01839222e641ddb12c5808c
Backstreet Boys__All I Have to Give.1,a__aedcc4fb5cc043e30389b9642f8ce177
Backstreet Boys__As Long as You Love Me.2,6__6005e23b6adbf044f267bc0b94ab818c
Backstreet Boys__More Than That.2,f__f2eb52314ffa9992129390b0964a44d5
Backstreet Boys__Larger Than Life,3__307ef9d6767dee6fa95e38807cbc49e9
Backstreet Boys__Get Down.7,0__0bf73620e6632c09b192bfa68c00f476
Backstreet Boys__I Want It That Way.1,9__9758eee43bfc03e39ea85910366b2d88
Backstreet Boys__More Than That,f__fcd82bc3d9efb1866d0510c3b30c789a
Backstreet Boys__As Long as You Love Me.5,0__04c878167ccd745033822cba947d4307
"Backstreet Boys__10,000 Promises",e__e629ef31dfec99e8e3db76a95b521a29
Backstreet Boys__No One Else Comes Close,f__fda4448a14106cbe35cfa72084698efe
Backstreet Boys__My Heart Stays With You,e__e670cd1fc79a329e5134b421bbc9cad1
Backstreet Boys__As Long as You Love Me,0__01541153dd038e5aa808bdeaa6b7b890
Backstreet Boys__I'll Never Break Your Heart,8__8e26e007f4f7ebc19e835394cc900bd1
Backstreet Boys__Quit Playin' Games.2,8__8d453a0a6ed4da0f816a49e69c4bd2c2
Backstreet Boys__As Long as You Love Me.3,3__3faeda7cea35818bb3bce996244d1a4b
Backstreet Boys__The One.1,6__6d7acc89f7e00cc0b52b2da899905189
Backstreet Boys__I Want It That Way,7__71131b9394023431f950b4aebaf02a96
Backstreet Boys__As Long as You Love Me.4,6__68c0c3a64d643291e3cec0082ae034fa
Backstreet Boys__Everybody (Backstreet's Back).3,e__ed5ab435f42db96141b910613122b51b
Backstreet Boys__The One,e__ee92d6e15e10a14a711bf57acfda1848
Backstreet Boys__No One Else Comes Close.1,8__889873799d70240810fa90adf4ae8b85
Backstreet Boys__More Than That.1,8__817cfb1c51f830215aa416a7ac5a5f99
Backstreet Boys__Back to Your Heart,c__cdb4faa49021fccec7ad66c20c5836d0
Backstreet Boys__I'll Never Break Your Heart.3,9__907a4ff5e420fc19b35875dd801c5d2c
Backstreet Boys__Everybody (Backstreet's Back).1,f__f3d26c46405129e79abd992d31f2816c
Backstreet Boys__Get Down.3,c__c0427b1db37c943128fbfb261a51f763
Backstreet Boys__Everybody (Backstreet's Back),3__3c3efa98327de4d97c3d2711aa5681df
Backstreet Boys__Everybody (Backstreet's Back).4,9__9990a556982191624963239ed1591de1
Backstreet Boys__All I Have to Give.2,d__d077d0fc8b29c356eae534e456a084b1
Backstreet Boys__Show Me The Meaning of Being Lonely.1,d__d4919b9121854d35c60033ba1b48b828
Backstreet Boys__Shape of My Heart,5__568d83d68332bf153c4400dd8d0eb300
Backstreet Boys__Show Me The Meaning of Being Lonely,c__c39913342c61fd702dbc74d4821f751e
Backstreet Boys__The One.3,4__4084a248799abe58ac2d74ea4b09dede
Backstreet Boys__It's Gotta Be You,9__9577b6c9ddd3f5547d3821113e3fa840
Backstreet Boys__Quit Playin' Games.1,3__3fb740674afb1d408f1b83a70ba36ec0
Backstreet Boys__I Want It That Way.3,8__8e506213b876ab4cf917fe704f633789
Backstreet Boys__Get Down.1,a__a7f46b25db54daf90f910000032b8345
Backstreet Boys__The Call.1,0__0216395a98ba502e18b8c410e41a93ad
Backstreet Boys__Spanish Eyes.1,e__e1e34d1be55f7777de6d34e251bcb17f
Backstreet Boys__Everybody (Backstreet's Back).6,5__56d953cbcf23ba52b3ccc4de71bd265d
Backstreet Boys__We've Got It Going On,0__0c99f69dba0942e34acd522ef53401cf
Backstreet Boys__I'll Never Break Your Heart.1,d__d039c7673da0297a6d123b626e3d2c14
Backstreet Boys__Anywhere for You,d__d9bd77c074d2f8f20e2721a0daf2cb54
Backstreet Boys__Back to Your Heart.1,e__eb7c6167ce7602e723f2af4653c09ce1
Backstreet Boys__The Call,4__481ea8a4aaafa3fc9734c4dbc56f7950
Backstreet Boys__Like a Child,3__3452b22bef0fd3daccd1207db56e1be7
Backstreet Boys__The One.2,a__a6c1349e21843ef45318df2db1587c85
Backstreet Boys__I'll Never Break Your Heart.2,6__66e73091ee2d5d1d916d6b967f18f289
Backstreet Boys__Everybody (Backstreet's Back).2,7__7151b7d156be59308c2efcb3ec09a8ba
Backstreet Boys__Everybody (Backstreet's Back).5,1__13c432fa74524255c38d56fcaadd0fec
Backstreet Boys__Get Down.5,3__3e9bbb99848ca8491117b1daa871dcf5
Backstreet Boys__We've Got It Goin' On,e__e6b4e1a94fceb32933a74b26a427fe31
Backstreet Boys__Spanish Eyes,6__61d84b8b63a75b057f0330624e2c3533
Backstreet Boys__Get Down.2,4__47b9711b4003ccdba9bc10c48e942aa6
Backstreet Boys__As Long as You Love Me.1,0__0c50ef3276d2cb78ae1cc5e2e7bdfd95
Backstreet Boys__More Than That.3,e__edfe7189e89162a52111746407113bf3
Backstreet Boys__I Want It That Way.2,f__f7beda8297a1f117cb151903fc2b1dde
Backstreet Boys__Drowning,c__c9c078feb251a97de1bded5fdf61233f
Backstreet Boys__We've Got It Goin' On.1,3__33eed0ed73615283396d5d969d9c1d3c
Quarterflash__Harden My Heart,e__e6c6441eb94a37d32aed73d4630d1577
Fitzgerald Ella__How High the Moon,2__265357f33cc73b73710ebf5600c3082f
Fitzgerald Ella__I Can't Give You Anything but Love,0__0bb45725e131de57997852671abecd92
Clout__Substitute,d__ddb609c1046a2df172319cc93fc4285d
Clout__Save Me,5__5549cf2c9a5e83f4b653653797871aab
Clout__Substitute.1,f__fce7a00fcd4b22daa33be21117c30eee
Robert Miles__Fable (Dream version),a__a724f39799bdfc08893c39e4fe4d3226
Robert Miles__Children.8,3__3015fd6ea6a771e9fe9cda0aac752e13
Robert Miles__Children.9,b__b906f80440f7d8d6f09d5ba8e5e07473
Robert Miles__Children,1__105351cf96a5cb53b8b7ae518baae3af
Robert Miles__Children.2,5__506ca9b0ee7702349570b337c3d468f6
Robert Miles__Children.5,f__f331d343800918230ecac091540f0563
Robert Miles__Children.4,5__595eef1f802d49ca06ca26c245aaa885
Robert Miles__Children.3,3__351301028c7c14f10dbaef9aba6b19de
Robert Miles__One and One,3__3449172479a0fc9bb12ca456a1d2a350
Robert Miles__Children.7,0__0ab7ca76890555b037a00e7e9520ce41
Robert Miles__Children.6,2__2e407d40c46c64c4f5db3119eef36134
Robert Miles__Children.1,8__885cc5b1a9f9aa176eac4edd21f75daa
Robert Miles__One and One.1,2__299cce2c027c73e2a3b8ca93e7be95c0
Barenaked Ladies__Shoe Box,6__6939841dad29cae3332104185042db89
Barenaked Ladies__One Week,6__6781928847f1df00247c2ecb15ccd816
Barenaked Ladies__One Week.1,5__5b4a193b4276020475a91fb0c4286349
Barenaked Ladies__Old Apartment,2__241a5e2be25ad251878ef3dc8647c0f3
Boz Scaggs__We're All Alone,5__51b5da7992be4fa2f3a164eac6986f9b
Boz Scaggs__What Can I Say,7__728c3733d45f5debac146da2f84d0990
Boz Scaggs__Lido Shuffle,2__26125a0ad6517f704e0c6be5485bca5a
Boz Scaggs__Low Down,0__014d0f3da9195dc1c9c23c2ad0e438f9
Wet Willie__Keep on Smiling,a__af71bbcf8e7c3da781a746228d5cbf3b
Gino Paoli__Senza fine,5__55ef2dcdf3e6da584d7b644c30f35be2
Gino Paoli__Una lunga storia d'amore,a__a3a8d00bed90657554421683b69f95bd
Gino Paoli__Ti lascio una canzone,1__12fd76db57807508c146bd8f6d2bad04
Gino Paoli__Il cielo in una stanza,b__babe5be0dc7dca99da1b46ef9374f723
Cut 'n' Move__Give It Up,b__bcd5c32425e74b1194854ef610f0dc2e
Playmates__Beep Beep,d__dc1a82f7721d8bde8b79b95257d81b9d
Orchestral Manoeuvres in the Dark__Enola Gay,9__91a490aba57ec51eafb7423b8a529f75
Orchestral Manoeuvres in the Dark__Joan of Arc (Maid of Orleans),c__c4568bc3adf50a629e45c703ffa261f6
Orchestral Manoeuvres in the Dark__Dream of Me,b__bf0769d6bc46b80a7549a23710c7289c
Orchestral Manoeuvres in the Dark__Sailing on Seven Seas,4__4b87a8976882a7bd9fbb4a0fa0fd51dc
Orchestral Manoeuvres in the Dark__Enola Gay.1,1__13cffc3671f8035789d7c7e4df1d2885
Orchestral Manoeuvres in the Dark__Call My Name,f__f40156d62d02dd24bf0afd0be297efd2
Jigsaw__Sky High,3__37c1f691f3c627409197fa8f2c4ebd2c
Cole Porter__Night and Day,3__384fda4908d8d394d6802bb33fd16643
Cole Porter__What Is This Thing Called Love,b__b53ce629bc13ce818f515ec5226aac7d
Cole Porter__Anything Goes,b__bea970be60cc5847c57277c2ef7d2926
Cole Porter__Just One of Those Things,1__1fe9a5dce7a6381e040eaafcf938e991
Cole Porter__I've Got You Under My Skin,f__fa53f8fa130618daadc7457f71a7ab75
Nuovi Angeli__Donna felicita,3__319c428626a2325d681c2364dc61825d
Nuovi Angeli__Anna da dimenticare,e__eba0a4fb2b3eee3868ab226ea439b740
Nuovi Angeli__Singapore,f__f740e7eacfed4ba292c71d8a5a2a17f4
Alan Parsons__I Wouldn't Want To Be Like You,7__7e74442718d783e9582fdfa7442d1f69
Alan Parsons__Time,9__9a185cad78dd42e6ebd5167b848005f5
Alan Parsons__Games People Play,c__c46560c19460e20ce244cb99c3715809
Alan Parsons__Prime Time,a__a47ac8c7fb703f9f92733ce3a88d10c7
Alan Parsons__Don't Answer Me,2__2b7c43b33132c091988249f82877aafc
Alan Parsons__Ammonia Avenue,c__c389f00d0faf6d82f428e248217211f5
Alan Parsons__The Turn of a Friendly Card,e__e87b2a2d05bf3179aef2856cb7e9eac5
Alan Parsons__Eye In The Sky,3__35dad973c3dbd395e25625afd3dc177d
Alan Parsons__Don't Let It Show,4__4b2413ad27d30a73417be1e7b21902c8
Alan Parsons__Damned If I Do,6__6b323c7b3a23aa94a08f353974d08df3
Malmsteen Yngwie__Crying,1__121a7082597d9a9afc9248339a5baa2b
Malmsteen Yngwie__Leviathan,5__53dc4e83d6c98127897add4e2bd63ab5
Al Green__Let's Stay Together,b__b87334ae7c1e2c1845f3ab2343ef7f8a
Janis Ian__Fly Too High,9__9172f45d1ba99af2b2d7039c6c8f34a8
Janis Ian__At Seventeen,9__941c4e89db71c1bc8c77ccd6e57d1eae
Scott Joplin__Kismet Rag,8__8c3ccb661fb92d94097ca908c1581cbf
Scott Joplin__Fig Leaf Rag,b__b13ef9f577b2cc48572873527648b70b
Scott Joplin__Pine Apple Rag,a__ad1616bd4275f2620d47eda644a8dc05
Scott Joplin__The Chrysanthemum,9__96ca030f8791d0dbf605c75256333240
Scott Joplin__The Ragtime Dance,4__45374aaf13be64e9967e29c309656a09
Scott Joplin__Weeping Willow Rag,5__5f4f2536e20402f460a842e52374a65e
Scott Joplin__The Entertainer   Rag Time Dance,a__a8af6075f8fff6b38c9404204dc2fc4c
Scott Joplin__Maple Leaf Rag,0__07498d8ca4e04912aae69dd52a9b166f
Scott Joplin__Paragon Rag,9__993e6f98ea69be2b3ffa5155450d266b
Scott Joplin__A Breeze From Alabama,4__4f67d2842ad2bfd0128b8e5512a9bd3e
Scott Joplin__The Easy Winners,6__68a61ef04c6cd76cd83e68e036ee3771
Scott Joplin__The Favorite,d__d4393afbb71ab0372e9a859495fa5643
Scott Joplin__Scott Joplin's New Rag,4__4d2ad628699705ab26cfda632b5d007f
Scott Joplin__Lily Queen,4__41a6a51283d021f669950390cf1e77ff
Scott Joplin__Rose Leaf Rag,9__9d9eb5ba359ffd20dc6f505577a92d77
Scott Joplin__Stoptime Rag,6__6f587bef4354fb619b1e8b6da030c061
Scott Joplin__Original Rag,e__e0c780f0ae6114a99a735d4d4ae12525
Scott Joplin__Pleasant Moments,e__ef1b9fbd81cd5e98a773050d320babe7
Scott Joplin__The Great Crush Collision March,7__7a05f90407778dbf69e8edf02768ffba
Scott Joplin__The Sycamore,5__590d10997010f0af5aed96ce2dd0c2a0
Scott Joplin__Country Club,b__b72b27e980f23bfec337b5caaf6ff9c9
Scott Joplin__Searchlight Rag,7__7b2b57325dad5652f5789f8d6df4865c
Scott Joplin__Felicity Rag,d__d85ad2877a0195c6f6c6ccf6fe987c32
Scott Joplin__Alexander's Ragtime Band (Victor Military Band),1__187799cc5fd28f2420a27fa1a08428e6
Scott Joplin__Reflection Rag,e__ee827a86fd5450027cd925e5b76d57f7
Scott Joplin__Magnetic Rag,0__0e65be385c5404690e6e855be17fa28c
Scott Joplin__Heliotrope Bouquet,0__08a25a0f417372b8d4f5057fd2a56ba1
Scott Joplin__Solace,1__1ada1eddf6ee6b08e4b3783a1114cfc0
Scott Joplin__Peacherine Rag,a__a8e4b86e50929208bf5ecde5b401d31c
Scott Joplin__Gladiolus Rag,4__41074acc45cda13d0f860f1e68ba00f5
Scott Joplin__The Entertainer.1,0__0eb388e0218a50834dcfc3443e33ec3f
Scott Joplin__The Strenuous Life (Rag-Time Two-Step),8__89e5df68af887b47466fcb5a52bf2b5f
Scott Joplin__Something Doing,5__5869d7fa3a5a422ec3b57d3fee033b92
Scott Joplin__Paragon Rag.1,8__8e9c0029929633743aa89673940b5117
Scott Joplin__The Entertainer,e__e5626bda7259b952f65127bfae339a26
Scott Joplin__Sun Flower Slow Drag,7__75fbb7ff4e8f59fe350012b024758593
Scott Joplin__Binks' Waltz,9__985ccfd3f935595e7fae11418327d2a3
Scott Joplin__Sunflower Slow Drag,8__8f9dfe08236be39e1de7d2601fe46330
Scott Joplin__Palm Leaf Rag,3__3a18082392034a288d9e20b8983d877c
Scott Joplin__The Nonpareil,6__618df87db53a01d759f11887b016af99
Scott Joplin__The Cascades,f__fae437ca89c1a6e526bfb683deed6f30
Scott Joplin__Sugar Cane,6__608a679137806ce332397846c3ccafde
Scott Joplin__Dill Pickles Rag (Chris Chapman),6__6a26edf8afafbd127ebbbf6f697ad094
Scott Joplin__Wall Street Rag,d__d7410542195ca7fc58e177798e5e67ec
Scott Joplin__Elite Syncopations,7__7a63bd687a81798a5b198f6df577686a
Kraftwerk__The Model.1,3__396f2cae906a4408b08cf32d2abeca7d
Kraftwerk__Music Non Stop,6__66e74b3953fccbeb2c6c03b1e0bc36c6
Kraftwerk__The Model,1__1c90ed542c2753a32d71b4a35cabfd8b
Kraftwerk__The Model.2,8__814257212caab5e4b052ddbd720c39c4
Kraftwerk__The Robots,8__8434ac29370f5880cc384ef35d6964ad
Kraftwerk__Computer Love,c__cb48043a712479f53d02de6c59ea7ffb
Kraftwerk__Autobahn,2__234394616b916486b690235d140e830c
Kraftwerk__The Robots.1,0__019948c103e355749b4ccc6d2a62c9b7
Kadoc__The Night Train,3__3c18a61eac104ee5011274166d6586ae
Johnny Hates Jazz__Shattered Dreams,0__0c3b7bf33cd3d67970ecfc06339bfc49
Johnny Hates Jazz__I Don't Want to Be a Hero,b__b1665bbf9c6d2d3bce4f2729c0a5952b
Deep Purple__Smoke On The Water.3,d__dd5db2aed0ad34701ceaa4a021778dbd
Deep Purple__Smoke On The Water.4,9__93c1e5d9551799088361544719bb0bfa
Deep Purple__Mistreated,5__5a72651676ad0b4b01892ab3ce6e8e60
Deep Purple__Woman From Tokyo,6__60c40e672dcd539af7c53f61bfe7112f
Deep Purple__Strange Kind of Woman,e__ec457d9738ffd6e2e603424297959361
Deep Purple__Smoke On The Water,d__da08855452684e8be8a02197b8c07959
Deep Purple__Highway Star,4__4c14f0af22082070d7ed5826c3bbbeb9
Deep Purple__Burn,9__9b00e3e07949ddb99638f4cf0c0a914c
Deep Purple__Black Night.1,7__7c7f1247cb8cafe0349ca0f1f6366612
Deep Purple__Highway Star.1,e__e96a6c0104942313e2acebb41862d992
Deep Purple__Rat Bat Blue,a__a7a9b1b2984fcf69ddcf0f2a2b276db4
Deep Purple__Woman From Tokyo.1,a__a083c676b3e59f72b2cc2ce996554825
Deep Purple__Black Night.2,8__89d10f03ea71c19a229a3ee4c4181d98
Deep Purple__Hush,a__ac1afbc35e1a079a84f551ac5543339e
Deep Purple__Hallelujah,8__8a69dc374c5d8242d8233b45b518c2fd
Deep Purple__Smoke On The Water.1,4__40120437a984fb953c5ad6f309af5fc3
Deep Purple__Speed King,d__dc2907d7d010d4b773398df39ad06622
Deep Purple__Fireball.1,e__e921d566d6f16c8d60fc23e55793afaa
Deep Purple__Smoke On The Water.2,b__b94bb1520cf736344ef1c0089c1b5d01
Deep Purple__Lazy,c__ca5096b9ee270e288c2c092ccc346598
Deep Purple__Soldier of Fortune,e__ed50c73d40d44c78004f6a1275c5a87d
Deep Purple__Fireball,a__a5700f1fe86ba3c967bab3f36b796784
Deep Purple__Black Night,7__793ce28dcbd445add66f6fb2d6779405
Deep Purple__Child in Time,8__88a6b71592682dcebc2a59fc57153f10
Masini__Dio non c'e,5__56967257e9144392ad0e505e0ab7c9b8
Masini__Bella stronza.1,c__cc520bea3dc315d329a48dbe9bb9219b
Masini__Vai con lui,8__8cbfe6407708c785af000edfffe9df4e
Masini__Ci vorrebbe il mare,7__79c6f850e82e5104903f392bd32fb8e4
Masini__Paura d'amare,5__5f99214d78f653bea0da86561917bc94
Masini__Raccontami di Te.1,4__414920d51060cd1284c2c5ca0871e6c9
Masini__Vai con lui.2,6__63db9a61455f8c4d29998ee337bd7580
Masini__Vaffanculo.2,1__11d8b680d31417b4b0cf715ffbb2ea91
Masini__Voglio volare,7__75d76912a11f369b22a108383aa71b79
Masini__Cenerentola innamorata,d__ddf32f15b70e9a89b9d020298d131638
Masini__Vai con lui.1,3__3763d1abfb7f0d2bbb1974b651af0acb
Masini__T'innamorerai.2,3__35edce519b545241eb0f150cdc1655bf
Masini__L'amore sia con te,5__538083f6435292a8529720e7708154da
Masini__Le ragazze serie.2,3__3cac25ef6d1d2399de609d5e749945cf
Masini__Le ragazze serie,b__b0e1289af528d0161e4a164be081bc6e
Masini__Vaffanculo,f__fc8fcbee290a48f71d56be66b7eab604
Masini__Ti vorrei,1__144006eb6606ee30ea47cb9ffa7e6035
Masini__Disperato,e__e635b93cccf0ceb72181b9b0d44fa043
Masini__Perche lo fai.1,7__70405d0211ba5253b00306fe91e583cf
Masini__T'innamorerai,d__d98586b5b63cd554a6a2aa91a66253d1
Masini__Vaffanculo.3,3__3e5fd62128cf552b49748c5f3b803f30
Masini__Lungomare,2__279ab4352b18622af04183c069537e4e
Masini__L'amore sia con te.1,5__51fc4a56b2e5432cdc5064856c7afd31
Masini__Malinconoia,b__ba4f7cfc87186d803b0f9aee0279a0f6
Masini__Bella stronza,7__70b6290c00a8e201426d444a99c2150e
Masini__Caro babbo,0__00ec3c30c6a53c42e6762f4baa1a0d5c
Masini__Vaffanculo.4,c__c12dc873612e085576341e17b932b745
Masini__Protagonista,7__7682d7ba618f0760c83c38dc72533d81
Masini__Ti vorrei.1,1__144c448fb6a2d3ce8686f076e0bead70
Masini__Le ragazze serie.1,0__012fe8818372335ed2500fb4bb59fb34
Masini__Perche lo fai.2,2__277887b1a94d6adda08a81fe3b1ffd53
Masini__Perche lo fai,e__e2eb5a4e2efca3c804a1d0ac2381d2de
Selena__Dreaming of You,1__113e94c74ccd5f7142a8004a9574e8a6
Selena__Bidi bidi bom bom,2__222ee41fa12310b6c703286c49eb6ef0
Selena__Baila mi son,a__ae065c8a681c72d5a70bd48c83ec7268
The Chi-Lites__Oh Girl,2__25ddf15b1cca2791a81743d96f759261
Limahl__Never Ending Story (2009 Remaster) (From the Film ''Never Ending Story''),5__5e6ac244b9e35c03978575bcbb641ec2
Limahl__Never Ending Story (2009 Remaster) (From the Film ''Never Ending Story'').1,9__98ac6e97459222fefe7af911307ba49d
Wayne Jeff__The Eve of the War.1,1__19dc2d99b4e82e53f6973e78f2efcb1a
Wayne Jeff__The Eve of the War,2__2ec9179be3631b4ea61e7604ba693606
Victoria Williams__Boogieman,0__06d5fb379e55e254084daf8782215654
Everlast__What It's Like,b__b7c556d82cc98a2071ab995baf0a3921
Everlast__What It's Like.1,3__3536d8671bbf863481e5a52ad5969e44
Dalla__Canzone,3__3ee402da9859cabbe98be475b2dc8297
Dalla__L'anno che verra,f__fd7d44380706b558dbdea3c3a70e44e1
Dalla__L'ultima Luna.1,7__7ac4f6069e6f200647dad33e8e7c8177
Dalla__L'anno che verra.3,3__3986ad1d245de8f6071a8cd7e9e08959
Dalla__L'ultima Luna,4__4e3d591865408355350d6c9b7f1cf5fd
Dalla__Vita,d__de9c1b9cb54ad71c5a85d81d2b37af71
Dalla__Apriti cuore,c__c88bfa1275c60404e9f224b4667889a3
Dalla__Anna e Marco,4__4650e5dc7f67bb35cd7e58b074e427c2
Dalla__Piazza grande (feat. Lucio Dalla) (unplugged),3__31fefe5127af61e8fb53e95d7e8031fd
Dalla__Non vergognarsi mai,f__feaf86959d5ebaf8b3b2e67d3344b35c
Dalla__Tu non mi basti mai,5__5d1ad8798f0dabf2d6295ba81decdb95
Dalla__Ciao,7__7bbddb1b96b969fc3187f5af3cec62bc
Dalla__Disperato erotico stomp.1,a__a3bae5eaa9c5cae7dde63dd42e910173
Dalla__L'anno che verra.5,1__118141e2e6893615779af4f488e75318
Dalla__Futura.1,c__cb85788c1b944a57afc1fb62b269224a
Dalla__Stella di mare,5__523b17ac35d9632a8bb90c4267899a79
Dalla__Amen,a__a8549ec133083cc2a798af88355f7e26
Dalla__Cara.2,d__dbad8cfcd9d766b43002c24c2d879caa
Dalla__L'ultima Luna.2,d__d2c064bd5da8db977349be9e790da7e5
Dalla__Canzone.1,b__b5bc2805bb199cf0059cf5bd7e57ba97
Dalla__Bisogna saper perdere,9__951d6856ee092a0b80a49c0759c6902c
Dalla__Anna e Marco.1,a__a55598a33457f7f36c953ebf316b91a4
Dalla__Attenti al lupo.2,d__d3936aea0e4dc17241c73378475514f3
Dalla__Chissa se lo sai,c__cdc3f1b4e506ad9d019de273770bfea0
Dalla__Cosa sara.1,b__b810d6adfe71467ebcd5b2b5ff650a97
Dalla__Ayrton,d__d5bcb409aa5367874d8a668d234a8f44
Dalla__Cara,6__618589fb6ca319156e492430c4ae8a40
Dalla__Caruso.1,4__4173befdf684bb74dca5690217022a6f
Dalla__L'anno che verra.6,b__bf563d1726080405036bf94669d4b725
Dalla__Com'e profondo il mare,f__fa9e4178ec52485e4a5fa6c45a70a7ae
Dalla__L'anno che verra.4,e__ed6110d277260a9772d760584cb3483b
Dalla__Piazza grande,b__bf27c9a53ef748a4dca74aaada9ec81c
Dalla__4 marzo 1943,e__eac172484956454f9e83643c6e1746c5
